url,srcFileName,ignoredMappings,ignoredElements,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement,GTG_TP_raw_abstractMapping,GTG_TP_abstractMapping,GTG_FP_abstractMapping,GTG_FN_abstractMapping,GTG_TP_raw_programElement,GTG_TP_programElement,GTG_FP_programElement,GTG_FN_programElement,GTS_TP_raw_abstractMapping,GTS_TP_abstractMapping,GTS_FP_abstractMapping,GTS_FN_abstractMapping,GTS_TP_raw_programElement,GTS_TP_programElement,GTS_FP_programElement,GTS_FN_programElement,IJM_TP_raw_abstractMapping,IJM_TP_abstractMapping,IJM_FP_abstractMapping,IJM_FN_abstractMapping,IJM_TP_raw_programElement,IJM_TP_programElement,IJM_FP_programElement,IJM_FN_programElement,MTD_TP_raw_abstractMapping,MTD_TP_abstractMapping,MTD_FP_abstractMapping,MTD_FN_abstractMapping,MTD_TP_raw_programElement,MTD_TP_programElement,MTD_FP_programElement,MTD_FN_programElement,GT2_TP_raw_abstractMapping,GT2_TP_abstractMapping,GT2_FP_abstractMapping,GT2_FN_abstractMapping,GT2_TP_raw_programElement,GT2_TP_programElement,GT2_FP_programElement,GT2_FN_programElement
JacksonDatabind/commit/111,src_main_java_com_fasterxml_jackson_databind_deser_impl_SetterlessProperty,49,15,54,5,0,0,17,2,0,0,54,5,0,0,17,2,0,0,54,5,0,0,17,2,0,0,54,5,0,0,17,2,0,0,54,5,0,0,17,2,0,0,54,5,0,0,17,2,0,0
JacksonDatabind/commit/112,src_main_java_com_fasterxml_jackson_databind_deser_std_StringCollectionDeserializer,99,15,124,25,0,0,17,2,0,0,121,22,3,3,17,2,0,0,121,22,3,3,17,2,0,0,121,22,3,3,17,2,0,0,122,23,2,2,17,2,0,0,121,22,3,3,17,2,0,0
JacksonDatabind/commit/12,src_main_java_com_fasterxml_jackson_databind_deser_std_MapDeserializer,334,46,336,2,0,0,48,2,0,0,336,2,0,0,48,2,0,0,336,2,0,0,48,2,0,0,336,2,0,0,48,2,0,0,336,2,0,0,48,2,0,0,336,2,0,0,48,2,0,0
JacksonDatabind/commit/13,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty,29,13,38,9,0,0,15,2,0,0,38,9,0,0,15,2,0,0,38,9,0,0,15,2,0,0,38,9,0,0,15,2,0,0,38,9,0,0,15,2,0,0,38,9,0,0,15,2,0,0
JacksonDatabind/commit/13,src_main_java_com_fasterxml_jackson_databind_deser_DefaultDeserializationContext,108,23,137,29,0,0,25,2,0,0,137,29,0,0,25,2,0,0,137,29,0,0,25,2,0,0,137,29,0,0,25,2,0,0,137,29,0,0,25,2,0,0,137,29,0,0,25,2,0,0
JacksonDatabind/commit/14,src_main_java_com_fasterxml_jackson_databind_ObjectReader,541,122,557,16,0,0,124,2,0,0,557,16,0,0,124,2,0,0,557,16,0,0,124,2,0,0,557,16,0,0,124,2,0,0,557,16,0,0,124,2,0,0,557,16,0,0,124,2,0,0
JacksonDatabind/commit/15,src_main_java_com_fasterxml_jackson_databind_ser_std_BeanSerializerBase,416,34,431,15,0,0,36,2,0,0,431,15,0,0,36,2,0,0,431,15,0,0,36,2,0,0,431,15,0,0,36,2,0,0,431,15,0,0,36,2,0,0,431,15,0,0,36,2,0,0
JacksonDatabind/commit/15,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory,302,21,332,30,0,0,23,2,0,0,332,30,0,0,23,2,0,0,332,30,0,0,23,2,0,0,332,30,0,0,23,2,0,0,332,30,0,0,23,2,0,0,332,30,0,0,23,2,0,0
JacksonDatabind/commit/15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdSerializer,77,17,94,17,0,0,19,2,0,0,94,17,0,0,19,2,0,0,94,17,0,0,19,2,0,0,94,17,0,0,19,2,0,0,94,17,0,0,19,2,0,0,94,17,0,0,19,2,0,0
JacksonDatabind/commit/15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdDelegatingSerializer,40,13,71,31,0,0,20,7,0,0,70,30,1,1,20,7,0,0,70,30,1,1,20,7,0,0,70,30,1,1,20,7,0,0,69,29,2,2,20,7,0,0,69,29,1,2,20,7,0,0
JacksonDatabind/commit/15,src_main_java_com_fasterxml_jackson_databind_JavaType,102,51,102,0,0,0,52,1,0,0,102,0,0,0,52,1,0,0,102,0,0,0,52,1,0,0,102,0,0,0,52,1,0,0,102,0,0,0,52,1,0,0,102,0,0,0,52,1,0,0
JacksonDatabind/commit/16,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotationMap,43,10,49,6,0,0,12,2,0,0,49,6,0,0,12,2,0,0,49,6,0,0,12,2,0,0,49,6,0,0,12,2,0,0,49,6,0,0,12,2,0,0,49,6,0,0,12,2,0,0
JacksonDatabind/commit/17,src_main_java_com_fasterxml_jackson_databind_ObjectMapper,847,231,862,15,0,0,236,5,0,0,862,15,0,0,236,5,0,0,862,15,0,0,236,5,0,0,862,15,0,0,236,5,0,0,862,15,0,0,236,5,0,0,862,15,0,0,236,5,0,0
JacksonDatabind/commit/19,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory,487,68,496,9,0,0,70,2,0,0,496,9,0,0,70,2,0,0,496,9,0,0,70,2,0,0,496,9,0,0,70,2,0,0,496,9,0,0,70,2,0,0,496,9,0,0,70,2,0,0
JacksonDatabind/commit/2,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer,825,161,830,5,0,0,164,3,0,0,827,2,2,3,162,1,0,2,827,2,2,3,164,3,0,0,827,2,2,3,164,3,0,0,827,2,2,3,164,3,0,0,827,2,2,3,164,3,0,0
JacksonDatabind/commit/20,src_main_java_com_fasterxml_jackson_databind_node_ObjectNode,247,61,256,9,0,0,63,2,0,0,256,9,0,0,63,2,0,0,256,9,0,0,63,2,0,0,256,9,0,0,63,2,0,0,256,9,0,0,63,2,0,0,256,9,0,0,63,2,0,0
JacksonDatabind/commit/21,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector,464,77,474,10,0,0,79,2,0,0,474,10,0,0,79,2,0,0,474,10,0,0,79,2,0,0,474,10,0,0,79,2,0,0,474,10,0,0,79,2,0,0,474,10,0,0,79,2,0,0
JacksonDatabind/commit/22,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory,312,22,356,44,0,0,24,2,0,0,354,42,0,2,24,2,0,0,354,42,0,2,24,2,0,0,353,41,1,3,24,2,0,0,353,41,1,3,24,2,0,0,353,41,1,3,24,2,0,0
JacksonDatabind/commit/22,src_main_java_com_fasterxml_jackson_databind_ser_BasicSerializerFactory,311,39,495,184,1,1,44,5,0,0,488,177,4,8,44,5,0,0,489,178,5,7,44,5,0,0,482,171,2,14,44,5,0,0,486,175,2,10,44,5,0,0,482,171,2,14,44,5,0,0
JacksonDatabind/commit/23,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializers,72,26,76,4,0,0,36,10,0,0,76,4,0,0,36,10,0,0,76,4,0,0,36,10,0,0,76,4,0,0,36,10,0,0,76,4,0,0,35,9,1,1,76,4,0,0,36,10,0,0
JacksonDatabind/commit/24,src_main_java_com_fasterxml_jackson_databind_cfg_BaseSettings,97,37,102,5,0,0,39,2,0,0,102,5,0,0,39,2,0,0,102,5,0,0,39,2,0,0,102,5,0,0,39,2,0,0,102,5,0,0,39,2,0,0,102,5,0,0,39,2,0,0
JacksonDatabind/commit/25,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase,80,22,98,18,0,0,24,2,0,0,98,18,0,0,24,2,0,0,98,18,0,0,24,2,0,0,98,18,0,0,24,2,0,0,98,18,0,0,24,2,0,0,98,18,0,0,24,2,0,0
JacksonDatabind/commit/25,src_main_java_com_fasterxml_jackson_databind_module_SimpleAbstractTypeResolver,14,4,21,7,0,0,6,2,0,0,21,7,0,0,6,2,0,0,21,7,0,0,6,2,0,0,21,7,0,0,6,2,0,0,21,7,0,0,6,2,0,0,21,7,0,0,6,2,0,0
JacksonDatabind/commit/25,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory,986,63,1049,63,0,0,65,2,0,0,1049,63,0,0,65,2,0,0,1049,63,0,0,65,2,0,0,1049,63,0,0,65,2,0,0,1049,63,0,0,65,2,0,0,1049,63,0,0,65,2,0,0
JacksonDatabind/commit/25,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache,189,22,250,61,0,0,24,2,0,0,250,61,0,0,24,2,0,0,250,61,0,0,24,2,0,0,250,61,0,0,24,2,0,0,250,61,0,0,24,2,0,0,250,61,0,0,24,2,0,0
JacksonDatabind/commit/26,src_main_java_com_fasterxml_jackson_databind_ser_BeanPropertyWriter,356,72,356,0,0,0,73,1,0,0,356,0,0,0,73,1,0,0,356,0,0,0,73,1,0,0,356,0,0,0,73,1,0,0,356,0,0,0,73,1,0,0,356,0,0,0,73,1,0,0
JacksonDatabind/commit/27,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer,480,25,542,62,0,0,27,2,0,0,542,62,0,0,27,2,0,0,542,62,0,0,27,2,0,0,542,62,0,0,27,2,0,0,542,62,0,0,27,2,0,0,542,62,0,0,27,2,0,0
JacksonDatabind/commit/29,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler,147,26,169,22,0,0,29,3,0,0,169,22,0,0,29,3,0,0,169,22,0,0,29,3,0,0,169,22,0,0,29,3,0,0,169,22,0,0,29,3,0,0,169,22,0,0,29,3,0,0
JacksonDatabind/commit/3,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer,34,8,79,45,0,2,11,3,0,0,81,47,0,0,11,3,0,0,79,45,0,2,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0
JacksonDatabind/commit/30,src_main_java_com_fasterxml_jackson_databind_ObjectMapper,897,256,940,43,0,0,259,3,0,0,940,43,0,0,259,3,0,0,940,43,0,0,259,3,0,0,940,43,0,0,259,3,0,0,940,43,0,0,259,3,0,0,940,43,0,0,259,3,0,0
JacksonDatabind/commit/30,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer,813,161,887,74,0,0,165,4,0,0,887,74,0,0,165,4,0,0,887,74,0,0,165,4,0,0,887,74,0,0,165,4,0,0,876,63,11,11,165,4,0,0,887,74,0,0,165,4,0,0
JacksonDatabind/commit/31,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer,813,148,895,82,0,0,167,19,0,0,883,70,12,12,165,17,2,2,883,70,12,12,165,17,2,2,895,82,0,0,167,19,0,0,895,82,0,0,167,19,0,0,895,82,0,0,167,19,0,0
JacksonDatabind/commit/32,src_main_java_com_fasterxml_jackson_databind_deser_std_UntypedObjectDeserializer,280,27,372,92,0,0,33,6,0,0,371,91,1,1,33,6,0,0,372,92,0,0,33,6,0,0,370,90,2,2,33,6,0,0,370,90,2,2,33,6,0,0,371,91,1,1,33,6,0,0
JacksonDatabind/commit/33,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector,509,78,526,17,0,0,80,2,0,0,526,17,0,0,80,2,0,0,526,17,0,0,80,2,0,0,526,17,0,0,80,2,0,0,526,17,0,0,80,2,0,0,526,17,0,0,80,2,0,0
JacksonDatabind/commit/34,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializer,29,5,40,11,0,0,7,2,0,0,40,11,0,0,7,2,0,0,40,11,0,0,7,2,0,0,40,11,0,0,7,2,0,0,40,11,0,0,7,2,0,0,40,11,0,0,7,2,0,0
JacksonDatabind/commit/35,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsWrapperTypeDeserializer,16,9,43,27,2,2,11,2,0,0,43,27,2,2,11,2,0,0,43,27,2,2,11,2,0,0,43,27,2,2,11,2,0,0,43,27,1,2,11,2,0,0,43,27,2,2,11,2,0,0
JacksonDatabind/commit/36,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat,236,41,263,27,0,0,44,3,0,0,263,27,0,0,44,3,0,0,263,27,0,0,44,3,0,0,263,27,0,0,44,3,0,0,263,27,0,0,44,3,0,0,263,27,0,0,44,3,0,0
JacksonDatabind/commit/37,src_main_java_com_fasterxml_jackson_databind_type_SimpleType,92,21,97,5,0,0,23,2,0,0,97,5,0,0,23,2,0,0,97,5,0,0,23,2,0,0,97,5,0,0,23,2,0,0,97,5,0,0,23,2,0,0,97,5,0,0,23,2,0,0
JacksonDatabind/commit/38,src_main_java_com_fasterxml_jackson_databind_type_CollectionType,30,13,32,2,0,0,15,2,0,0,32,2,0,0,15,2,0,0,32,2,0,0,15,2,0,0,32,2,0,0,15,2,0,0,32,2,0,0,15,2,0,0,32,2,0,0,15,2,0,0
JacksonDatabind/commit/38,src_main_java_com_fasterxml_jackson_databind_type_MapType,39,16,41,2,0,0,18,2,0,0,41,2,0,0,18,2,0,0,41,2,0,0,18,2,0,0,41,2,0,0,18,2,0,0,41,2,0,0,18,2,0,0,41,2,0,0,18,2,0,0
JacksonDatabind/commit/38,src_main_java_com_fasterxml_jackson_databind_type_SimpleType,82,20,97,15,0,0,23,3,0,0,96,14,0,1,23,3,0,0,97,15,0,0,23,3,0,0,97,15,0,0,23,3,0,0,97,15,0,0,23,3,0,0,97,15,0,0,23,3,0,0
JacksonDatabind/commit/39,src_main_java_com_fasterxml_jackson_databind_deser_std_NullifyingDeserializer,10,4,13,3,0,0,6,2,0,0,12,2,1,1,6,2,0,0,12,2,1,1,6,2,0,0,12,2,1,1,6,2,0,0,13,3,0,0,6,2,0,0,11,1,1,2,6,2,0,0
JacksonDatabind/commit/4,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer,34,8,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0,81,47,0,0,11,3,0,0
JacksonDatabind/commit/40,src_main_java_com_fasterxml_jackson_databind_deser_std_NumberDeserializers,286,74,291,5,0,0,76,2,0,0,291,5,0,0,76,2,0,0,291,5,0,0,76,2,0,0,291,5,0,0,76,2,0,0,291,5,0,0,76,2,0,0,291,5,0,0,76,2,0,0
JacksonDatabind/commit/42,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer,157,23,162,5,0,0,26,3,0,0,162,5,0,0,26,3,0,0,162,5,0,0,26,3,0,0,162,5,0,0,26,3,0,0,162,5,0,0,26,3,0,0,162,5,0,0,26,3,0,0
JacksonDatabind/commit/43,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty,27,12,39,12,0,0,14,2,0,0,38,11,0,1,14,2,0,0,39,12,0,0,14,2,0,0,39,12,0,0,14,2,0,0,36,9,0,3,14,2,0,0,39,12,0,0,14,2,0,0
JacksonDatabind/commit/44,src_main_java_com_fasterxml_jackson_databind_type_SimpleType,102,22,107,5,0,0,24,2,0,0,105,3,2,2,24,2,0,0,105,3,2,2,24,2,0,0,106,4,1,1,24,2,0,0,107,5,0,0,24,2,0,0,106,4,1,1,24,2,0,0
JacksonDatabind/commit/45,src_main_java_com_fasterxml_jackson_databind_ser_std_DateTimeSerializerBase,29,12,51,22,0,0,14,2,0,0,51,22,0,0,14,2,0,0,51,22,0,0,14,2,0,0,51,22,0,0,14,2,0,0,51,22,0,0,14,2,0,0,51,22,0,0,14,2,0,0
JacksonDatabind/commit/46,src_main_java_com_fasterxml_jackson_databind_type_ReferenceType,65,20,71,6,0,0,22,2,0,0,71,6,0,0,22,2,0,0,71,6,0,0,22,2,0,0,71,6,0,0,22,2,0,0,71,6,0,0,22,2,0,0,71,6,0,0,22,2,0,0
JacksonDatabind/commit/47,src_main_java_com_fasterxml_jackson_databind_AnnotationIntrospector,206,88,270,64,0,0,90,2,0,0,269,63,1,1,90,2,0,0,269,63,1,1,90,2,0,0,269,63,1,1,90,2,0,0,269,63,1,1,90,2,0,0,269,63,1,1,90,2,0,0
JacksonDatabind/commit/48,src_main_java_com_fasterxml_jackson_databind_DeserializationConfig,329,78,341,12,0,0,80,2,0,0,341,12,0,0,80,2,0,0,341,12,0,0,80,2,0,0,341,12,0,0,80,2,0,0,341,12,0,0,80,2,0,0,341,12,0,0,80,2,0,0
JacksonDatabind/commit/48,src_main_java_com_fasterxml_jackson_databind_SerializationConfig,357,81,369,12,0,0,83,2,0,0,369,12,0,0,83,2,0,0,369,12,0,0,83,2,0,0,369,12,0,0,83,2,0,0,369,12,0,0,83,2,0,0,369,12,0,0,83,2,0,0
JacksonDatabind/commit/49,src_main_java_com_fasterxml_jackson_databind_ser_impl_WritableObjectId,23,6,26,3,0,0,8,2,0,0,25,2,1,1,8,2,0,0,25,2,1,1,8,2,0,0,25,2,1,1,8,2,0,0,26,3,0,0,8,2,0,0,24,1,1,2,8,2,0,0
JacksonDatabind/commit/5,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotatedClass,499,64,516,17,0,0,66,2,0,0,512,13,4,4,66,2,0,0,512,13,4,4,66,2,0,0,512,13,4,4,66,2,0,0,512,13,4,4,66,2,0,0,512,13,4,4,66,2,0,0
JacksonDatabind/commit/50,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer,486,29,565,79,0,0,32,3,0,0,564,78,1,1,32,3,0,0,563,77,1,2,32,3,0,0,562,76,2,3,32,3,0,0,563,77,2,2,32,3,0,0,563,77,1,2,32,3,0,0
JacksonDatabind/commit/51,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase,77,22,99,22,0,0,24,2,0,0,98,21,1,1,24,2,0,0,98,21,1,1,24,2,0,0,98,21,1,1,24,2,0,0,98,21,1,1,24,2,0,0,98,21,1,1,24,2,0,0
JacksonDatabind/commit/52,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerBase,665,83,756,91,0,0,85,2,0,0,756,91,0,0,85,2,0,0,756,91,0,0,85,2,0,0,756,91,0,0,85,2,0,0,756,91,0,0,85,2,0,0,756,91,0,0,85,2,0,0
JacksonDatabind/commit/52,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler,183,29,185,2,0,0,32,3,0,0,185,2,0,0,32,3,0,0,185,2,0,0,32,3,0,0,185,2,0,0,32,3,0,0,185,2,0,0,32,3,0,0,185,2,0,0,32,3,0,0
JacksonDatabind/commit/53,src_main_java_com_fasterxml_jackson_databind_type_TypeBindings,185,39,200,15,0,0,41,2,0,0,200,15,0,0,41,2,0,0,200,15,0,0,41,2,0,0,200,15,0,0,41,2,0,0,200,15,0,0,41,2,0,0,200,15,0,0,41,2,0,0
JacksonDatabind/commit/53,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory,389,86,498,109,1,1,90,4,0,0,493,104,2,6,90,4,0,0,491,102,3,8,90,4,0,0,489,100,1,10,90,4,0,0,485,96,5,14,89,3,1,1,493,104,3,6,90,4,0,0
JacksonDatabind/commit/54,src_main_java_com_fasterxml_jackson_databind_ser_PropertyBuilder,73,13,137,64,0,0,15,2,0,0,137,64,0,0,15,2,0,0,137,64,0,0,15,2,0,0,137,64,0,0,15,2,0,0,137,64,0,0,15,2,0,0,137,64,0,0,15,2,0,0
JacksonDatabind/commit/55,src_main_java_com_fasterxml_jackson_databind_ser_std_StdKeySerializers,72,23,82,10,0,0,25,2,0,0,82,10,0,0,25,2,0,0,79,7,0,3,25,2,0,0,82,10,0,0,25,2,0,0,82,10,0,0,25,2,0,0,82,10,0,0,25,2,0,0
JacksonDatabind/commit/56,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer,107,23,165,58,0,0,26,3,0,0,165,58,0,0,26,3,0,0,163,56,0,2,26,3,0,0,165,58,0,0,26,3,0,0,165,58,0,0,26,3,0,0,165,58,0,0,26,3,0,0
JacksonDatabind/commit/57,src_main_java_com_fasterxml_jackson_databind_ObjectReader,591,133,596,5,0,0,135,2,0,0,596,5,0,0,135,2,0,0,596,5,0,0,135,2,0,0,596,5,0,0,135,2,0,0,596,5,0,0,135,2,0,0,596,5,0,0,135,2,0,0
JacksonDatabind/commit/58,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory,361,23,392,31,0,0,25,2,0,0,391,30,1,1,25,2,0,0,391,30,1,1,25,2,0,0,391,30,1,1,25,2,0,0,391,30,1,1,25,2,0,0,390,29,2,2,25,2,0,0
JacksonDatabind/commit/59,src_main_java_com_fasterxml_jackson_databind_type_MapLikeType,100,31,100,0,0,0,32,1,0,0,100,0,0,0,32,1,0,0,100,0,0,0,32,1,0,0,100,0,0,0,32,1,0,0,100,0,0,0,32,1,0,0,100,0,0,0,32,1,0,0
JacksonDatabind/commit/59,src_main_java_com_fasterxml_jackson_databind_type_CollectionLikeType,86,27,86,0,0,0,28,1,0,0,86,0,0,0,28,1,0,0,86,0,0,0,28,1,0,0,86,0,0,0,28,1,0,0,86,0,0,0,28,1,0,0,86,0,0,0,28,1,0,0
JacksonDatabind/commit/59,src_main_java_com_fasterxml_jackson_databind_JavaType,95,61,95,0,0,0,62,1,0,0,95,0,0,0,62,1,0,0,95,0,0,0,62,1,0,0,95,0,0,0,62,1,0,0,95,0,0,0,62,1,0,0,95,0,0,0,62,1,0,0
JacksonDatabind/commit/59,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory,482,90,533,51,0,0,92,2,0,0,533,51,0,0,92,2,0,0,533,51,0,0,92,2,0,0,533,51,0,0,92,2,0,0,533,51,0,0,92,2,0,0,533,51,0,0,92,2,0,0
JacksonDatabind/commit/60,src_main_java_com_fasterxml_jackson_databind_ser_std_JsonValueSerializer,114,15,146,32,0,0,17,2,0,0,146,32,0,0,17,2,0,0,145,31,0,1,17,2,0,0,146,32,0,0,17,2,0,0,146,32,0,0,17,2,0,0,146,32,0,0,17,2,0,0
JacksonDatabind/commit/61,src_main_java_com_fasterxml_jackson_databind_ObjectMapper,902,259,923,21,0,0,264,5,0,0,923,21,0,0,264,5,0,0,923,21,0,0,264,5,0,0,923,21,0,0,264,5,0,0,923,21,0,0,264,5,0,0,923,21,0,0,264,5,0,0
JacksonDatabind/commit/61,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_StdTypeResolverBuilder,52,17,95,43,0,0,20,3,0,0,95,43,0,0,20,3,0,0,95,43,0,0,20,3,0,0,95,43,0,0,20,3,0,0,93,41,2,2,20,3,0,0,95,43,0,0,20,3,0,0
JacksonDatabind/commit/62,src_main_java_com_fasterxml_jackson_databind_deser_std_CollectionDeserializer,140,32,165,25,0,0,34,2,0,0,165,25,0,0,34,2,0,0,165,25,0,0,34,2,0,0,165,25,0,0,34,2,0,0,163,23,2,2,34,2,0,0,165,25,0,0,34,2,0,0
JacksonDatabind/commit/63,src_main_java_com_fasterxml_jackson_databind_JsonMappingException,146,52,170,24,2,0,55,3,0,0,170,24,3,0,55,3,0,0,170,24,2,0,55,3,0,0,170,24,2,0,55,3,0,0,169,23,3,1,55,3,0,0,170,24,3,0,55,3,0,0
JacksonDatabind/commit/65,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer,218,60,234,16,0,0,62,2,0,0,234,16,0,0,62,2,0,0,234,16,0,0,62,2,0,0,234,16,0,0,62,2,0,0,234,16,0,0,62,2,0,0,234,16,0,0,62,2,0,0
JacksonDatabind/commit/65,src_main_java_com_fasterxml_jackson_databind_introspect_BasicBeanDescription,278,47,311,33,0,0,50,3,0,0,310,32,1,1,50,3,0,0,310,32,1,1,50,3,0,0,310,32,1,1,50,3,0,0,310,32,1,1,50,3,0,0,310,32,1,1,50,3,0,0
JacksonDatabind/commit/66,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer,217,53,234,17,0,0,62,9,0,0,234,17,0,0,62,9,0,0,233,16,1,1,62,9,0,0,234,17,0,0,62,9,0,0,234,17,0,0,62,9,0,0,234,17,0,0,62,9,0,0
JacksonDatabind/commit/67,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory,1006,67,1045,39,0,0,69,2,0,0,1045,39,0,0,69,2,0,0,1045,39,0,0,69,2,0,0,1045,39,0,0,69,2,0,0,1043,37,1,2,69,2,0,0,1042,36,1,3,69,2,0,0
JacksonDatabind/commit/69,src_main_java_com_fasterxml_jackson_databind_deser_impl_CreatorCollector,109,52,159,50,0,0,56,4,0,0,159,50,0,0,56,4,0,0,159,50,0,0,56,4,0,0,159,50,0,0,56,4,0,0,157,48,2,2,56,4,0,0,156,47,3,3,56,4,0,0
JacksonDatabind/commit/7,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer,847,162,850,3,0,0,164,2,0,0,848,1,2,2,163,1,0,1,848,1,2,2,164,2,0,0,848,1,2,2,164,2,0,0,848,1,2,2,164,2,0,0,848,1,2,2,164,2,0,0
JacksonDatabind/commit/70,src_main_java_com_fasterxml_jackson_databind_deser_impl_BeanPropertyMap,282,33,304,22,0,0,35,2,0,0,304,22,0,0,35,2,0,0,304,22,0,0,35,2,0,0,304,22,0,0,35,2,0,0,304,22,0,0,35,2,0,0,304,22,0,0,35,2,0,0
JacksonDatabind/commit/71,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer,163,60,221,58,0,0,62,2,0,0,221,58,0,0,62,2,0,0,221,58,0,0,62,2,0,0,221,58,0,0,62,2,0,0,221,58,0,0,62,2,0,0,221,58,0,0,62,2,0,0
JacksonDatabind/commit/72,src_main_java_com_fasterxml_jackson_databind_deser_impl_InnerClassProperty,63,20,63,0,0,0,21,1,0,0,63,0,0,0,21,1,0,0,63,0,0,0,21,1,0,0,63,0,0,0,21,1,0,0,63,0,0,0,21,1,0,0,63,0,0,0,21,1,0,0
JacksonDatabind/commit/73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertyBuilder,624,112,653,29,0,0,114,2,0,0,653,29,0,0,114,2,0,0,653,29,0,0,114,2,0,0,653,29,0,0,114,2,0,0,653,29,0,0,114,2,0,0,653,29,0,0,114,2,0,0
JacksonDatabind/commit/73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertiesCollector,584,54,590,6,0,0,56,2,0,0,590,6,0,0,56,2,0,0,590,6,0,0,56,2,0,0,590,6,1,0,56,2,0,0,590,6,1,0,56,2,0,0,590,6,0,0,56,2,0,0
JacksonDatabind/commit/74,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsPropertyTypeDeserializer,61,10,80,19,0,0,12,2,0,0,80,19,0,0,12,2,0,0,80,19,0,0,12,2,0,0,80,19,0,0,12,2,0,0,80,19,0,0,12,2,0,0,79,18,1,1,12,2,0,0
JacksonDatabind/commit/75,src_main_java_com_fasterxml_jackson_databind_ser_std_EnumSerializer,58,10,88,30,0,0,14,4,0,0,88,30,0,0,14,4,0,0,87,29,0,1,14,4,0,0,88,30,0,0,14,4,0,0,88,30,0,0,14,4,0,0,88,30,0,0,14,4,0,0
JacksonDatabind/commit/76,src_main_java_com_fasterxml_jackson_databind_deser_BuilderBasedDeserializer,380,27,418,38,0,0,29,2,0,0,417,37,1,1,29,2,0,0,415,35,0,3,29,2,0,0,415,35,3,3,29,2,0,0,411,31,6,7,29,2,0,0,416,36,2,2,29,2,0,0
JacksonDatabind/commit/77,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory,372,23,396,24,0,0,25,2,0,0,396,24,0,0,25,2,0,0,396,24,0,0,25,2,0,0,396,24,0,0,25,2,0,0,396,24,0,0,25,2,0,0,396,24,0,0,25,2,0,0
