url,addedInModifiedFiles,deletedFromModifiedFiles,sizeOfModifiedFilesNew,sizeOfModifiedFilesOld,addedFilesSize,removedFilesSize,addedInModifiedFiles + addedFilesSize,deletedFromModifiedFiles + removedFilesSize,addedInModifiedFiles   sizeOfModifiedFilesNew,deletedInModifiedFiles   sizeOfModifiedFilesOld,(addedInModifiedFiles + addedFilesSize)    ( sizeOfModifiedFilesNew + addedFilesSize),(deletedInModifiedFiles + removedFilesSize)   (sizeOfModifiedFilesOld + removedFilesSize)
JxPath5,1,3,704,706,0,0,1,3,0.001420454545,0.004249291785,0.001420454545,0.004249291785
JxPath6,10,2,149,141,0,0,10,2,0.06711409396,0.01418439716,0.06711409396,0.01418439716
JxPath7,85,24,270,209,0,0,85,24,0.3148148148,0.1148325359,0.3148148148,0.1148325359
JxPath8,6,0,119,113,0,0,6,0,0.05042016807,0,0.05042016807,0
Lang1,11,2,1436,1427,0,0,11,2,0.007660167131,0.001401541696,0.007660167131,0.001401541696
Lang10,0,9,867,876,0,0,0,9,0,0.0102739726,0,0.0102739726
Lang11,4,0,335,331,0,0,4,0,0.01194029851,0,0.01194029851,0
Lang12,7,0,331,324,0,0,7,0,0.02114803625,0,0.02114803625,0
Lang13,19,0,293,274,0,0,19,0,0.06484641638,0,0.06484641638,0
Lang14,3,0,6591,6588,0,0,3,0,0.0004551661356,0,0.0004551661356,0
Lang15,4,4,1101,1101,0,0,4,4,0.003633060854,0.003633060854,0.003633060854,0.003633060854
Lang16,1,1,1413,1413,0,0,1,1,0.0007077140835,0.0007077140835,0.0007077140835,0.0007077140835
Lang17,3,9,125,131,0,0,3,9,0.024,0.06870229008,0.024,0.06870229008
Lang18,3,3,1519,1519,0,0,3,3,0.001974983542,0.001974983542,0.001974983542,0.001974983542
Lang19,9,3,90,84,0,0,9,3,0.1,0.03571428571,0.1,0.03571428571
Lang20,2,2,6564,6564,0,0,2,2,0.0003046922608,0.0003046922608,0.0003046922608,0.0003046922608
Lang21,1,1,1871,1871,0,0,1,1,0.0005344735436,0.0005344735436,0.0005344735436,0.0005344735436
Lang22,7,1,964,958,0,0,7,1,0.007261410788,0.001043841336,0.007261410788,0.001043841336
Lang23,31,0,536,505,0,0,31,0,0.0578358209,0,0.0578358209,0
Lang24,1,1,1423,1423,0,0,1,1,0.0007027406887,0.0007027406887,0.0007027406887,0.0007027406887
Lang26,1,1,1757,1757,0,0,1,1,0.0005691519636,0.0005691519636,0.0005691519636,0.0005691519636
Lang27,4,1,1423,1420,0,0,4,1,0.002810962755,0.0007042253521,0.002810962755,0.0007042253521
Lang28,6,0,74,68,0,0,6,0,0.08108108108,0,0.08108108108,0
Lang29,1,1,1824,1824,0,0,1,1,0.000548245614,0.000548245614,0.000548245614,0.000548245614
Lang3,4,0,1427,1423,0,0,4,0,0.002803083392,0,0.002803083392,0
Lang30,43,5,6190,6152,0,0,43,5,0.006946688207,0.0008127438231,0.006946688207,0.0008127438231
Lang31,8,0,6142,6134,0,0,8,0,0.001302507327,0,0.001302507327,0
Lang32,17,8,991,982,0,0,17,8,0.01715438951,0.008146639511,0.01715438951,0.008146639511
Lang33,1,1,1052,1052,0,0,1,1,0.0009505703422,0.0009505703422,0.0009505703422,0.0009505703422
Lang34,2,2,2278,2278,0,0,2,2,0.0008779631255,0.0008779631255,0.0008779631255,0.0008779631255
Lang35,2,2,4485,4485,0,0,2,2,0.0004459308807,0.0004459308807,0.0004459308807,0.0004459308807
Lang36,9,1,1416,1408,0,0,9,1,0.006355932203,0.0007102272727,0.006355932203,0.0007102272727
Lang37,8,0,4419,4411,0,0,8,0,0.001810364336,0,0.001810364336,0
Lang38,1,0,1757,1756,0,0,1,0,0.0005691519636,0,0.0005691519636,0
Lang39,3,0,5840,5837,0,0,3,0,0.0005136986301,0,0.0005136986301,0
Lang4,4,4,85,85,0,0,4,4,0.04705882353,0.04705882353,0.04705882353,0.04705882353
Lang40,8,1,5774,5767,0,0,8,1,0.001385521302,0.0001734003815,0.001385521302,0.0001734003815
Lang41,21,2,1037,1018,0,0,21,2,0.02025072324,0.001964636542,0.02025072324,0.001964636542
Lang43,1,0,475,474,0,0,1,0,0.002105263158,0,0.002105263158,0
Lang44,3,0,715,712,0,0,3,0,0.004195804196,0,0.004195804196,0
Lang45,3,0,647,644,0,0,3,0,0.004636785162,0,0.004636785162,0
Lang46,10,7,865,862,0,0,10,7,0.01156069364,0.008120649652,0.01156069364,0.008120649652
Lang47,6,0,2718,2712,0,0,6,0,0.002207505519,0,0.002207505519,0
Lang48,4,0,847,843,0,0,4,0,0.004722550177,0,0.004722550177,0
Lang49,3,0,946,943,0,0,3,0,0.003171247357,0,0.003171247357,0
Lang50,6,10,1747,1751,0,0,6,10,0.003434459073,0.005711022273,0.003434459073,0.005711022273
Lang51,1,0,973,972,0,0,1,0,0.001027749229,0,0.001027749229,0
Lang52,4,0,691,687,0,0,4,0,0.005788712012,0,0.005788712012,0
Lang53,2,2,990,990,0,0,2,2,0.00202020202,0.00202020202,0.00202020202,0.00202020202
Lang54,3,0,294,291,0,0,3,0,0.01020408163,0,0.01020408163,0
Lang55,2,0,265,263,0,0,2,0,0.007547169811,0,0.007547169811,0
Lang56,6,2,1744,1740,0,0,6,2,0.003440366972,0.001149425287,0.003440366972,0.001149425287
Lang57,1,1,291,291,0,0,1,1,0.003436426117,0.003436426117,0.003436426117,0.003436426117
Lang58,1,2,1626,1627,0,0,1,2,0.0006150061501,0.0012292563,0.0006150061501,0.0012292563
Lang59,1,1,2364,2364,0,0,1,1,0.0004230118443,0.0004230118443,0.0004230118443,0.0004230118443
Lang6,1,1,125,125,0,0,1,1,0.008,0.008,0.008,0.008
Lang60,2,2,2364,2364,0,0,2,2,0.0008460236887,0.0008460236887,0.0008460236887,0.0008460236887
Lang61,1,1,2364,2364,0,0,1,1,0.0004230118443,0.0004230118443,0.0004230118443,0.0004230118443
Lang63,3,20,618,635,0,0,3,20,0.004854368932,0.03149606299,0.004854368932,0.03149606299
Lang64,21,0,231,210,0,0,21,0,0.09090909091,0,0.09090909091,0
Lang65,30,0,989,959,0,0,30,0,0.03033367037,0,0.03033367037,0
Lang7,3,3,1422,1422,0,0,3,3,0.002109704641,0.002109704641,0.002109704641,0.002109704641
Lang8,1,2,1250,1251,0,0,1,2,0.0008,0.001598721023,0.0008,0.001598721023
Lang9,3,0,870,867,0,0,3,0,0.003448275862,0,0.003448275862,0
Math1,6,0,1821,1815,0,0,6,0,0.003294892916,0,0.003294892916,0
Math10,1,0,1763,1762,0,0,1,0,0.0005672149745,0,0.0005672149745,0
Math100,3,3,301,301,0,0,3,3,0.009966777409,0.009966777409,0.009966777409,0.009966777409
Math101,2,1,543,542,0,0,2,1,0.003683241252,0.00184501845,0.003683241252,0.00184501845
Math102,17,0,421,404,0,0,17,0,0.04038004751,0,0.04038004751,0
Math103,10,0,211,201,0,0,10,0,0.04739336493,0,0.04739336493,0
Math104,1,1,262,262,0,0,1,1,0.003816793893,0.003816793893,0.003816793893,0.003816793893
Math105,1,1,519,519,0,0,1,1,0.001926782274,0.001926782274,0.001926782274,0.001926782274
Math106,8,0,229,221,0,0,8,0,0.03493449782,0,0.03493449782,0
Math11,1,1,240,240,0,0,1,1,0.004166666667,0.004166666667,0.004166666667,0.004166666667
Math12,4,1,173,170,0,0,4,1,0.02312138728,0.005882352941,0.02312138728,0.005882352941
Math13,9,0,574,565,0,0,9,0,0.01567944251,0,0.01567944251,0
Math14,10,4,347,341,0,0,10,4,0.0288184438,0.01173020528,0.0288184438,0.01173020528
Math15,2,1,3866,3865,0,0,2,1,0.0005173305742,0.0002587322122,0.0005173305742,0.0002587322122
Math16,21,2,3864,3845,0,0,21,2,0.005434782609,0.0005201560468,0.005434782609,0.0005201560468
Math17,4,0,2506,2502,0,0,4,0,0.001596169194,0,0.001596169194,0
Math18,6,4,1385,1383,0,0,6,4,0.004332129964,0.002892263196,0.004332129964,0.002892263196
Math19,13,0,1381,1368,0,0,13,0,0.009413468501,0,0.009413468501,0
Math2,1,1,334,334,0,0,1,1,0.002994011976,0.002994011976,0.002994011976,0.002994011976
Math20,2,1,1360,1359,0,0,2,1,0.001470588235,0.0007358351729,0.001470588235,0.0007358351729
Math21,13,10,177,174,0,0,13,10,0.07344632768,0.05747126437,0.07344632768,0.05747126437
Math22,2,2,497,497,0,0,2,2,0.004024144869,0.004024144869,0.004024144869,0.004024144869
Math23,9,2,317,310,0,0,9,2,0.02839116719,0.006451612903,0.02839116719,0.006451612903
Math24,2,2,299,299,0,0,2,2,0.006688963211,0.006688963211,0.006688963211,0.006688963211
Math25,3,0,362,359,0,0,3,0,0.008287292818,0,0.008287292818,0
Math26,2,2,666,666,0,0,2,2,0.003003003003,0.003003003003,0.003003003003,0.003003003003
Math27,1,1,666,666,0,0,1,1,0.001501501502,0.001501501502,0.001501501502,0.001501501502
Math28,4,0,236,232,0,0,4,0,0.01694915254,0,0.01694915254,0
Math29,15,4,844,833,0,0,15,4,0.01777251185,0.004801920768,0.01777251185,0.004801920768
Math3,3,0,1425,1422,0,0,3,0,0.002105263158,0,0.002105263158,0
Math30,1,1,234,234,0,0,1,1,0.004273504274,0.004273504274,0.004273504274,0.004273504274
Math31,13,33,181,201,0,0,13,33,0.07182320442,0.1641791045,0.07182320442,0.1641791045
Math32,1,1,474,474,0,0,1,1,0.002109704641,0.002109704641,0.002109704641,0.002109704641
Math33,1,1,623,623,0,0,1,1,0.001605136437,0.001605136437,0.001605136437,0.001605136437
Math34,1,1,211,211,0,0,1,1,0.004739336493,0.004739336493,0.004739336493,0.004739336493
Math35,2,2,112,112,0,0,2,2,0.01785714286,0.01785714286,0.01785714286,0.01785714286
Math36,12,0,1145,1133,0,0,12,0,0.01048034934,0,0.01048034934,0
Math37,14,2,1233,1221,0,0,14,2,0.01135442011,0.001638001638,0.01135442011,0.001638001638
Math38,4,4,2482,2482,0,0,4,4,0.001611603546,0.001611603546,0.001611603546,0.001611603546
Math39,9,0,378,369,0,0,9,0,0.02380952381,0,0.02380952381,0
Math4,6,0,357,351,0,0,6,0,0.01680672269,0,0.01680672269,0
Math40,8,2,403,397,0,0,8,2,0.01985111663,0.005037783375,0.01985111663,0.005037783375
Math41,1,1,620,620,0,0,1,1,0.001612903226,0.001612903226,0.001612903226,0.001612903226
Math42,3,1,623,621,0,0,3,1,0.00481540931,0.001610305958,0.00481540931,0.001610305958
Math43,3,3,740,740,0,0,3,3,0.004054054054,0.004054054054,0.004054054054,0.004054054054
Math44,6,1,399,394,0,0,6,1,0.01503759398,0.002538071066,0.01503759398,0.002538071066
Math45,5,0,278,273,0,0,5,0,0.01798561151,0,0.01798561151,0
Math46,2,2,1185,1185,0,0,2,2,0.001687763713,0.001687763713,0.001687763713,0.001687763713
Math47,5,3,1183,1181,0,0,5,3,0.004226542688,0.002540220152,0.004226542688,0.002540220152
Math48,3,0,272,269,0,0,3,0,0.01102941176,0,0.01102941176,0
Math49,4,4,925,925,0,0,4,4,0.004324324324,0.004324324324,0.004324324324,0.004324324324
Math5,1,1,1231,1231,0,0,1,1,0.0008123476848,0.0008123476848,0.0008123476848,0.0008123476848
Math50,0,4,267,271,0,0,0,4,0,0.0147601476,0,0.0147601476
Math51,9,0,274,265,0,0,9,0,0.03284671533,0,0.03284671533,0
Math52,4,3,1032,1031,0,0,4,3,0.003875968992,0.002909796314,0.003875968992,0.002909796314
Math53,3,0,1023,1020,0,0,3,0,0.00293255132,0,0.00293255132,0
Math54,7,1,2406,2400,0,0,7,1,0.002909393184,0.0004166666667,0.002909393184,0.0004166666667
Math55,18,1,562,545,0,0,18,1,0.03202846975,0.001834862385,0.03202846975,0.001834862385
Math56,1,7,297,303,0,0,1,7,0.003367003367,0.02310231023,0.003367003367,0.02310231023
Math57,1,1,333,333,0,0,1,1,0.003003003003,0.003003003003,0.003003003003,0.003003003003
Math58,1,1,336,336,0,0,1,1,0.002976190476,0.002976190476,0.002976190476,0.002976190476
Math59,1,1,3494,3494,0,0,1,1,0.0002862049227,0.0002862049227,0.0002862049227,0.0002862049227
Math6,14,16,3694,3696,0,0,14,16,0.003789929616,0.004329004329,0.003789929616,0.004329004329
Math60,3,10,246,253,0,0,3,10,0.01219512195,0.0395256917,0.01219512195,0.0395256917
Math61,2,2,241,241,0,0,2,2,0.008298755187,0.008298755187,0.008298755187,0.008298755187
Math62,3,4,205,206,0,0,3,4,0.01463414634,0.01941747573,0.01463414634,0.01941747573
Math63,1,1,1986,1986,0,0,1,1,0.0005035246727,0.0005035246727,0.0005035246727,0.0005035246727
Math64,22,8,886,872,0,0,22,8,0.02483069977,0.009174311927,0.02483069977,0.009174311927
Math65,2,7,366,371,0,0,2,7,0.005464480874,0.01886792453,0.005464480874,0.01886792453
Math66,11,22,234,245,0,0,11,22,0.04700854701,0.08979591837,0.04700854701,0.08979591837
Math67,2,2,318,318,0,0,2,2,0.006289308176,0.006289308176,0.006289308176,0.006289308176
Math68,12,2,863,853,0,0,12,2,0.01390498262,0.002344665885,0.01390498262,0.002344665885
Math69,1,1,281,281,0,0,1,1,0.003558718861,0.003558718861,0.003558718861,0.003558718861
Math7,8,9,426,427,0,0,8,9,0.01877934272,0.02107728337,0.01877934272,0.02107728337
Math70,1,1,109,109,0,0,1,1,0.009174311927,0.009174311927,0.009174311927,0.009174311927
Math71,7,0,636,629,0,0,7,0,0.01100628931,0,0.01100628931,0
Math72,2,2,319,319,0,0,2,2,0.006269592476,0.006269592476,0.006269592476,0.006269592476
Math73,4,0,319,315,0,0,4,0,0.01253918495,0,0.01253918495,0
Math74,7,4,403,400,0,0,7,4,0.01736972705,0.01,0.01736972705,0.01
Math75,1,1,593,593,0,0,1,1,0.001686340641,0.001686340641,0.001686340641,0.001686340641
Math76,14,8,444,438,0,0,14,8,0.03153153153,0.01826484018,0.03153153153,0.01826484018
Math77,1,10,2060,2069,0,0,1,10,0.0004854368932,0.004833252779,0.0004854368932,0.004833252779
Math78,11,0,345,334,0,0,11,0,0.03188405797,0,0.03188405797,0
Math79,2,2,1663,1663,0,0,2,2,0.001202645821,0.001202645821,0.001202645821,0.001202645821
Math8,2,2,197,197,0,0,2,2,0.01015228426,0.01015228426,0.01015228426,0.01015228426
Math80,1,1,1843,1843,0,0,1,1,0.0005425935974,0.0005425935974,0.0005425935974,0.0005425935974
Math81,4,3,1843,1842,0,0,4,3,0.00217037439,0.001628664495,0.00217037439,0.001628664495
Math82,1,1,196,196,0,0,1,1,0.005102040816,0.005102040816,0.005102040816,0.005102040816
Math83,3,3,572,572,0,0,3,3,0.005244755245,0.005244755245,0.005244755245,0.005244755245
Math84,9,0,145,136,0,0,9,0,0.06206896552,0,0.06206896552,0
Math85,1,1,241,241,0,0,1,1,0.004149377593,0.004149377593,0.004149377593,0.004149377593
Math86,3,3,354,354,0,0,3,3,0.008474576271,0.008474576271,0.008474576271,0.008474576271
Math87,2,4,547,549,0,0,2,4,0.00365630713,0.007285974499,0.00365630713,0.007285974499
Math88,5,6,549,550,0,0,5,6,0.009107468124,0.01090909091,0.009107468124,0.01090909091
Math89,4,0,494,490,0,0,4,0,0.008097165992,0,0.008097165992,0
Math9,2,1,227,226,0,0,2,1,0.008810572687,0.004424778761,0.008810572687,0.004424778761
Math90,3,0,490,487,0,0,3,0,0.00612244898,0,0.00612244898,0
Math91,2,2,549,549,0,0,2,2,0.00364298725,0.00364298725,0.00364298725,0.00364298725
Math92,49,6,1161,1118,0,0,49,6,0.04220499569,0.005366726297,0.04220499569,0.005366726297
Math93,10,2,1084,1076,0,0,10,2,0.009225092251,0.001858736059,0.009225092251,0.001858736059
Math94,1,1,1070,1070,0,0,1,1,0.0009345794393,0.0009345794393,0.0009345794393,0.0009345794393
Math95,3,1,196,194,0,0,3,1,0.01530612245,0.005154639175,0.01530612245,0.005154639175
Math96,1,1,874,874,0,0,1,1,0.00114416476,0.00114416476,0.00114416476,0.00114416476
Math97,16,2,279,265,0,0,16,2,0.05734767025,0.007547169811,0.05734767025,0.007547169811
Math98,2,2,2644,2644,0,0,2,2,0.000756429652,0.000756429652,0.000756429652,0.000756429652
Math99,8,0,1228,1220,0,0,8,0,0.00651465798,0,0.00651465798,0
Mockito1,12,1,187,176,0,0,12,1,0.06417112299,0.005681818182,0.06417112299,0.005681818182
Mockito10,10,5,167,162,0,0,10,5,0.05988023952,0.03086419753,0.05988023952,0.03086419753
Mockito11,9,1,70,62,0,0,9,1,0.1285714286,0.01612903226,0.1285714286,0.01612903226
Mockito12,4,0,30,26,0,0,4,0,0.1333333333,0,0.1333333333,0
Mockito13,3,1,126,124,0,0,3,1,0.02380952381,0.008064516129,0.02380952381,0.008064516129
Mockito14,5,1,279,275,0,0,5,1,0.01792114695,0.003636363636,0.01792114695,0.003636363636
Mockito15,3,0,44,41,0,0,3,0,0.06818181818,0,0.06818181818,0
Mockito16,5,4,1710,1709,0,0,5,4,0.002923976608,0.002340550029,0.002923976608,0.002340550029
Mockito17,9,2,185,178,0,0,9,2,0.04864864865,0.01123595506,0.04864864865,0.01123595506
Mockito18,2,0,122,120,0,0,2,0,0.01639344262,0,0.01639344262,0
Mockito19,26,8,289,271,0,0,26,8,0.08996539792,0.0295202952,0.08996539792,0.0295202952
Mockito2,7,0,35,28,0,0,7,0,0.2,0,0.2,0
Mockito20,3,2,110,109,0,0,3,2,0.02727272727,0.01834862385,0.02727272727,0.01834862385
Mockito21,20,4,61,45,0,0,20,4,0.3278688525,0.08888888889,0.3278688525,0.08888888889
Mockito22,3,1,43,41,0,0,3,1,0.06976744186,0.0243902439,0.06976744186,0.0243902439
Mockito23,18,3,145,130,0,0,18,3,0.124137931,0.02307692308,0.124137931,0.02307692308
Mockito24,1,1,123,123,0,0,1,1,0.008130081301,0.008130081301,0.008130081301,0.008130081301
Mockito25,29,6,121,98,0,0,29,6,0.2396694215,0.0612244898,0.2396694215,0.0612244898
Mockito26,1,1,68,68,0,0,1,1,0.01470588235,0.01470588235,0.01470588235,0.01470588235
Mockito27,1,2,109,110,0,0,1,2,0.009174311927,0.01818181818,0.009174311927,0.01818181818
Mockito28,2,1,104,103,0,0,2,1,0.01923076923,0.009708737864,0.01923076923,0.009708737864
Mockito29,1,1,41,41,0,0,1,1,0.0243902439,0.0243902439,0.0243902439,0.0243902439
Mockito3,17,3,165,151,0,0,17,3,0.103030303,0.01986754967,0.103030303,0.01986754967
Mockito30,3,2,633,632,0,0,3,2,0.004739336493,0.003164556962,0.004739336493,0.003164556962
Mockito31,3,1,79,77,0,0,3,1,0.03797468354,0.01298701299,0.03797468354,0.01298701299
Mockito32,5,1,72,68,0,0,5,1,0.06944444444,0.01470588235,0.06944444444,0.01470588235
Mockito33,12,1,140,129,0,0,12,1,0.08571428571,0.007751937984,0.08571428571,0.007751937984
Mockito34,1,1,112,112,0,0,1,1,0.008928571429,0.008928571429,0.008928571429,0.008928571429
Mockito35,3,3,719,719,0,0,3,3,0.004172461752,0.004172461752,0.004172461752,0.004172461752
Mockito36,4,0,221,217,0,0,4,0,0.01809954751,0,0.01809954751,0
Mockito37,8,0,73,65,0,0,8,0,0.1095890411,0,0.1095890411,0
Mockito38,1,1,50,50,0,0,1,1,0.02,0.02,0.02,0.02
Mockito4,5,2,804,801,0,0,5,2,0.006218905473,0.002496878901,0.006218905473,0.002496878901
Mockito5,1,1,134,134,0,0,1,1,0.007462686567,0.007462686567,0.007462686567,0.007462686567
Mockito6,20,20,881,881,0,0,20,20,0.0227014756,0.0227014756,0.0227014756,0.0227014756
Mockito7,1,0,627,626,0,0,1,0,0.001594896332,0,0.001594896332,0
Mockito8,1,1,626,626,0,0,1,1,0.001597444089,0.001597444089,0.001597444089,0.001597444089
Mockito9,5,0,43,38,0,0,5,0,0.1162790698,0,0.1162790698,0
Time1,10,4,1291,1285,0,0,10,4,0.007745933385,0.003112840467,0.007745933385,0.003112840467
Time10,2,1,346,345,0,0,2,1,0.005780346821,0.002898550725,0.005780346821,0.002898550725
Time11,5,4,848,847,0,0,5,4,0.005896226415,0.004722550177,0.005896226415,0.004722550177
Time12,14,2,4441,4429,0,0,14,2,0.003152443143,0.000451569203,0.003152443143,0.000451569203
Time13,5,1,1872,1868,0,0,5,1,0.002670940171,0.0005353319058,0.002670940171,0.0005353319058
Time14,5,0,366,361,0,0,5,0,0.01366120219,0,0.01366120219,0
Time15,3,0,330,327,0,0,3,0,0.009090909091,0,0.009090909091,0
Time16,1,1,949,949,0,0,1,1,0.00105374078,0.00105374078,0.00105374078,0.00105374078
Time17,18,5,1301,1288,0,0,18,5,0.01383551115,0.003881987578,0.01383551115,0.003881987578
Time18,12,0,1104,1092,0,0,12,0,0.01086956522,0,0.01086956522,0
Time19,1,1,1278,1278,0,0,1,1,0.0007824726135,0.0007824726135,0.0007824726135,0.0007824726135
Time2,7,1,1285,1279,0,0,7,1,0.005447470817,0.0007818608288,0.005447470817,0.0007818608288
Time20,8,2,2829,2823,0,0,8,2,0.002827854366,0.0007084661707,0.002827854366,0.0007084661707
Time22,6,1,625,620,0,0,6,1,0.0096,0.001612903226,0.0096,0.001612903226
Time23,9,8,1278,1277,0,0,9,8,0.007042253521,0.00626468285,0.007042253521,0.00626468285
Time24,5,0,510,505,0,0,5,0,0.009803921569,0,0.009803921569,0
Time25,9,0,1259,1250,0,0,9,0,0.00714853058,0,0.00714853058,0
Time27,2,0,1868,1866,0,0,2,0,0.001070663812,0,0.001070663812,0
Time3,20,0,1486,1466,0,0,20,0,0.0134589502,0,0.0134589502,0
Time4,1,1,998,998,0,0,1,1,0.001002004008,0.001002004008,0.001002004008,0.001002004008
Time5,12,6,1646,1640,0,0,12,6,0.007290400972,0.003658536585,0.007290400972,0.003658536585
Time6,26,0,1141,1115,0,0,26,0,0.02278702892,0,0.02278702892,0
Time7,1,1,953,953,0,0,1,1,0.001049317943,0.001049317943,0.001049317943,0.001049317943
Time8,5,2,1327,1324,0,0,5,2,0.003767897513,0.001510574018,0.003767897513,0.001510574018
Time9,10,3,1306,1299,0,0,10,3,0.007656967841,0.002309468822,0.007656967841,0.002309468822
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,#REF!,,,
