"ParentTypesPair","First","Second","URL","FileName"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [39795,39801]","SimpleType: String [34317,34323]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: java.util.Map<String,Integer> [45157,45186]","ParameterizedType: java.util.Map<String,Integer> [32365,32394]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:SingleVariableDeclaration","SimpleType: String [46754,46760]","SimpleType: String [25819,25825]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:ParameterizedType","SimpleType: String [45820,45826]","SimpleType: String [28845,28851]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:ParameterizedType","SimpleType: String [42136,42142]","SimpleType: String [14849,14855]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [45115,45121]","SimpleType: String [22536,22542]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [34077,34096]","ParameterizedType: Collection<Integer> [14263,14282]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:ParameterizedType","SimpleType: String [41021,41027]","SimpleType: String [24704,24710]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:TypeLiteral","SimpleType: Integer [45014,45021]","SimpleType: Integer [18196,18203]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [8719,8739]","SimpleType: testJavaSkipList [6453,6469]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [33865,33884]","ParameterizedType: Collection<Integer> [13629,13648]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [38798,38804]","SimpleType: String [33488,33494]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [40448,40467]","ParameterizedType: Collection<Integer> [24752,24771]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [36843,36849]","SimpleType: String [18859,18865]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [35318,35324]","SimpleType: String [16735,16741]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"TypeLiteral:VariableDeclarationStatement","SimpleType: String [40400,40406]","SimpleType: String [34908,34914]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [44761,44767]","SimpleType: String [32323,32329]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [25179,25199]","SimpleType: testJavaSkipListMap [9796,9815]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [4907,4914]","PrimitiveType: boolean [10195,10202]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [41557,41576]","ParameterizedType: Collection<Integer> [26521,26540]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [43635,43642]","PrimitiveType: boolean [38236,38243]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [41128,41134]","SimpleType: String [25878,25884]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [42644,42663]","ParameterizedType: Collection<Integer> [28291,28310]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ParameterizedType: Collection<Integer> [34627,34646]","ParameterizedType: Collection<Integer> [14901,14920]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [44038,44044]","SimpleType: String [32862,32868]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: String [39482,39488]","SimpleType: String [23103,23109]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [28914,28934]","SimpleType: testHAMT [10050,10058]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [42557,42564]","PrimitiveType: boolean [37097,37104]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: NullPointerException [20704,20724]","SimpleType: testJavaLinkedQueue [8262,8281]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"SingleVariableDeclaration:VariableDeclarationStatement","SimpleType: String [41508,41514]","SimpleType: String [35172,35178]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/data_structures/timing/DataStructuresTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: int [28638,28641]","PrimitiveType: int [10060,10063]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"FieldDeclaration:VariableDeclarationStatement","PrimitiveType: int [1410,1413]","PrimitiveType: int [2025,2028]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayCreation:VariableDeclarationStatement","ArrayType: Integer[] [3925,3934]","ArrayType: double[] [3100,3113]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:ClassInstanceCreation","SimpleType: Integer [3925,3932]","SimpleType: Insertion [2979,2988]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"FieldDeclaration:VariableDeclarationStatement","ArrayType: Integer[] [23530,23539]","ArrayType: int[] [10060,10065]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:MethodDeclaration","SimpleType: Integer [9776,9783]","SimpleType: String [6580,6586]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:VariableDeclarationStatement","PrimitiveType: double [6126,6132]","PrimitiveType: double [4765,4771]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: int [2935,2938]","PrimitiveType: int [4696,4699]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:TypeDeclaration","SimpleType: Integer [23530,23537]","SimpleType: Testable [10041,10049]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:MethodDeclaration","SimpleType: Integer [11824,11831]","SimpleType: String [8873,8879]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"SingleVariableDeclaration:VariableDeclarationStatement","ArrayType: Integer[] [19717,19726]","ArrayType: Integer[] [9623,9632]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ArrayType:SingleVariableDeclaration","PrimitiveType: int [7739,7742]","PrimitiveType: int [4783,4786]","https://github.com/phishman3579/java-algorithms-implementation/commit/ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9","src/com/jwetherell/algorithms/sorts/timing/SortsTiming.java"
"ClassInstanceCreation:ParameterizedType","SimpleType: ResolveInfo [6937,6948]","SimpleType: Intent [6628,6634]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9","app/src/main/java/com/github/mobile/accounts/LoginActivity.java"
"ClassInstanceCreation:SingleVariableDeclaration","SimpleType: LabeledIntent [7390,7403]","SimpleType: Intent [6881,6887]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9","app/src/main/java/com/github/mobile/accounts/LoginActivity.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: List [6997,7001]","SimpleType: Intent [6608,6614]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9","app/src/main/java/com/github/mobile/accounts/LoginActivity.java"
"ParameterizedType:TypeLiteral","SimpleType: List [6932,6936]","SimpleType: LoginWebViewActivity [6641,6661]","https://github.com/pockethub/PocketHub/commit/a7401e5091c06c68fae499ea1972b40143c66fa9","app/src/main/java/com/github/mobile/accounts/LoginActivity.java"
"SingleVariableDeclaration:VariableDeclarationStatement","PrimitiveType: int [26890,26893]","PrimitiveType: int [24874,24877]","https://github.com/processing/processing/commit/f36b736cf1206dd1af794d6fb4cee967a3553b1f","core/src/processing/opengl/PGL.java"
"SingleVariableDeclaration:VariableDeclarationStatement","SimpleType: ChannelFuture [7521,7534]","SimpleType: ChannelFuture [7807,7820]","https://github.com/ratpack/ratpack/commit/da6167af3bdbf7663af6c20fb603aba27dd5e174","ratpack-core/src/main/java/ratpack/server/internal/DefaultResponseTransmitter.java"
"ParameterizedType:SingleVariableDeclaration","SimpleType: String [6617,6623]","SimpleType: Entry [7845,7850]","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4","modules/org.restlet.ext.apispark/src/org/restlet/ext/apispark/internal/conversion/swagger/v2_0/Swagger2Reader.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: Model [6679,6684]","SimpleType: Model [9081,9086]","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4","modules/org.restlet.ext.apispark/src/org/restlet/ext/apispark/internal/conversion/swagger/v2_0/Swagger2Reader.java"
"ArrayType:ClassInstanceCreation","SimpleType: SelectWidget [4910,4922]","SimpleType: String [4838,4844]","https://github.com/rstudio/rstudio/commit/4983f83d1bedb7b737fc56d409c1c06b04e34e4e","src/gwt/src/org/rstudio/studio/client/workbench/views/source/editors/text/ChunkOptionsPopupPanel.java"
"FieldDeclaration:TypeDeclaration","SimpleType: MultiTargetControlCommand [1552,1577]","SimpleType: String [1581,1587]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d","helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupWatchCommand.java"
"SingleVariableDeclaration:VariableDeclarationStatement","SimpleType: PrintStream [2468,2479]","SimpleType: Integer [2548,2555]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d","helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupWatchCommand.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: void [2436,2440]","PrimitiveType: boolean [2484,2491]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d","helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupWatchCommand.java"
"SingleVariableDeclaration:VariableDeclarationStatement","PrimitiveType: int [2545,2548]","PrimitiveType: int [2847,2850]","https://github.com/spotify/helios/commit/da39bfeb9c370abe2d86e6e327fade252434090d","helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupWatchCommand.java"
"ClassInstanceCreation:SingleVariableDeclaration","ParameterizedType: ArrayList<String> [3611,3628]","ParameterizedType: Set<String> [3483,3494]","https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2","spring-boot/src/main/java/org/springframework/boot/orm/jpa/EntityScanRegistrar.java"
"ArrayType:ParameterizedType","SimpleType: String [2622,2628]","SimpleType: String [2388,2394]","https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2","spring-boot/src/main/java/org/springframework/boot/orm/jpa/EntityScanRegistrar.java"
"ArrayCreation:MethodDeclaration","ArrayType: String[] [3529,3537]","ArrayType: String[] [4618,4626]","https://github.com/spring-projects/spring-boot/commit/1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2","spring-boot/src/main/java/org/springframework/boot/orm/jpa/EntityScanRegistrar.java"
"ParameterizedType:TypeLiteral","SimpleType: Config [7388,7394]","SimpleType: Map [6050,6053]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"SingleVariableDeclaration:VariableDeclarationStatement","SimpleType: RequestMappingHandlerAdapter [17442,17470]","SimpleType: String [13131,13137]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: WebMvcAutoConfiguration [7402,7425]","SimpleType: String [6054,6060]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: HttpMessageConvertersAutoConfiguration [5411,5449]","SimpleType: List [4864,4868]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [6607,6652]","SimpleType: AllResources [5656,5668]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [8225,8270]","SimpleType: AllResources [6441,6453]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [7772,7817]","SimpleType: AllResources [6248,6260]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: WebMvcAutoConfiguration [5376,5399]","SimpleType: String [4856,4862]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [10977,11022]","SimpleType: AllResources [7995,8007]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: Config [5362,5368]","SimpleType: Map [4852,4855]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [9812,9857]","SimpleType: AllResources [7434,7446]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: PropertyPlaceholderAutoConfiguration [7487,7523]","SimpleType: Resource [6067,6075]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [10512,10557]","SimpleType: AllResources [7790,7802]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ClassInstanceCreation:TypeLiteral","SimpleType: AnnotationConfigEmbeddedWebApplicationContext [9185,9230]","SimpleType: AllResources [7067,7079]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"ParameterizedType:TypeLiteral","SimpleType: HttpMessageConvertersAutoConfiguration [7437,7475]","SimpleType: List [6062,6066]","https://github.com/spring-projects/spring-boot/commit/cb98ee25ff52bf97faebe3f45cdef0ced9b4416e","spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/web/WebMvcAutoConfigurationTests.java"
"MethodDeclaration:VariableDeclarationStatement","ParameterizedType: TypeInformation<?> [5245,5263]","ParameterizedType: TypeInformation<?> [5154,5172]","https://github.com/spring-projects/spring-data-mongodb/commit/3224fa8ce7e0079d6ad507e17534cdf01f758876","spring-data-mongodb/src/main/java/org/springframework/data/mongodb/core/convert/UpdateMapper.java"
"ParameterizedType:TypeLiteral","SimpleType: String [2670,2676]","SimpleType: GenericHttpMessageConverter [2440,2467]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766","src/test/java/org/springframework/hateoas/mvc/TypeConstrainedMappingJackson2HttpMessageConverterUnitTest.java"
"ClassInstanceCreation:ParameterizedType","SimpleType: TypeConstrainedMappingJackson2HttpMessageConverter [2558,2608]","SimpleType: Class [2216,2221]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766","src/test/java/org/springframework/hateoas/mvc/TypeConstrainedMappingJackson2HttpMessageConverterUnitTest.java"
"SingleVariableDeclaration:VariableDeclarationStatement","ParameterizedType: GenericHttpMessageConverter<Object> [2506,2541]","ParameterizedType: GenericHttpMessageConverter<Object> [2169,2204]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766","src/test/java/org/springframework/hateoas/mvc/TypeConstrainedMappingJackson2HttpMessageConverterUnitTest.java"
"ParameterizedType:TypeLiteral","SimpleType: ResourceSupport [2614,2629]","SimpleType: Class [2487,2492]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766","src/test/java/org/springframework/hateoas/mvc/TypeConstrainedMappingJackson2HttpMessageConverterUnitTest.java"
"ParameterizedType:TypeLiteral","SimpleType: Object [2684,2690]","SimpleType: Object [2468,2474]","https://github.com/spring-projects/spring-hateoas/commit/8bdc57ba8975d851fe91edc908761aacea624766","src/test/java/org/springframework/hateoas/mvc/TypeConstrainedMappingJackson2HttpMessageConverterUnitTest.java"
"MethodDeclaration:SingleVariableDeclaration","SimpleType: File [13718,13722]","SimpleType: File [13974,13978]","https://github.com/spring-projects/spring-integration/commit/247232bdde24b81814a82100743f77d881aaf06b","spring-integration-file/src/main/java/org/springframework/integration/file/FileWritingMessageHandler.java"
"MethodDeclaration:SingleVariableDeclaration","SimpleType: File [13764,13768]","SimpleType: File [13928,13932]","https://github.com/spring-projects/spring-integration/commit/247232bdde24b81814a82100743f77d881aaf06b","spring-integration-file/src/main/java/org/springframework/integration/file/FileWritingMessageHandler.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [27184,27191]","PrimitiveType: boolean [13881,13888]","https://github.com/wordpress-mobile/WordPress-Android/commit/2252ed3754bff8c39db48d172ac76ac5a4e15359","WordPress/src/main/java/org/wordpress/android/ui/reader/ReaderPostListFragment.java"
"MethodDeclaration:VariableDeclarationStatement","SimpleType: IOException [2292,2303]","SimpleType: IOException [2529,2540]","https://github.com/zeromq/jeromq/commit/02d3fa171d02c9d82c7bdcaeb739f47d0c0006a0","src/main/java/zmq/Signaler.java"
"CastExpression:VariableDeclarationStatement","SimpleType: String [4304,4310]","SimpleType: Option [4647,4653]","Cli/1","src_java_org_apache_commons_cli_CommandLine.java"
"ArrayType:SingleVariableDeclaration","SimpleType: String [4148,4154]","SimpleType: String [4064,4070]","Cli/1","src_java_org_apache_commons_cli_CommandLine.java"
"ArrayType:VariableDeclarationStatement","SimpleType: String [4123,4129]","SimpleType: Option [4115,4121]","Cli/1","src_java_org_apache_commons_cli_CommandLine.java"
"VariableDeclarationExpression:VariableDeclarationStatement","SimpleType: String [4220,4226]","SimpleType: Iterator [4575,4583]","Cli/1","src_java_org_apache_commons_cli_CommandLine.java"
"FieldDeclaration:VariableDeclarationStatement","SimpleType: Option [8602,8608]","SimpleType: Option [1421,1427]","Cli/22","src_java_org_apache_commons_cli_PosixParser.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: Scope [8787,8792]","SimpleType: List [11181,11185]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"MethodDeclaration:SingleVariableDeclaration","SimpleType: String [8084,8090]","SimpleType: NodeTraversal [8321,8334]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: int [9056,9059]","PrimitiveType: void [9504,9508]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: String [8700,8706]","SimpleType: List [7555,7559]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: Node [10304,10308]","SimpleType: Node [10122,10126]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"ParameterizedType:VariableDeclarationStatement","SimpleType: Var [8825,8828]","SimpleType: Node [11186,11190]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: boolean [9506,9513]","PrimitiveType: boolean [10484,10491]","Closure/137","src_com_google_javascript_jscomp_MakeDeclaredNamesUnique.java"
"MethodDeclaration:VariableDeclarationStatement","PrimitiveType: int [7690,7693]","PrimitiveType: int [11065,11068]","Closure/148","src_com_google_javascript_jscomp_SourceMap.java"
